Lemma,Unique Topics Count,POS Tags
cm3,8,"ADJ, NOUN, VERB"
block,4,NOUN
shape,18,"VERB, NOUN"
measure,3,"NOUN, VERB"
mm,6,"NOUN, PROPN"
consider,1,VERB
bound,1,NOUN
degree,4,NOUN
final,4,ADJ
year12,1,ADJ
Jan,2,PROPN
savings,1,NOUN
Team,2,PROPN
time.24,2,NOUN
road,5,NOUN
Kirsty,4,PROPN
drive,4,VERB
limit,3,NOUN
h.,5,"NOUN, PROPN"
serve,2,VERB
restaurant,5,NOUN
third,3,NOUN
bounce,1,VERB
higher,1,ADV
lower,3,ADV
20?circle,1,NOUN
John,6,PROPN
cone,8,NOUN
answer?give,1,ADJ
reason,7,NOUN
multiplication,2,NOUN
follow,5,VERB
rotation,1,NOUN
anticlockwise,3,"ADJ, ADV, NOUN"
Jack,6,PROPN
boat,2,NOUN
Smallest,2,PROPN
large,3,ADJ
Juan,1,PROPN
increase,5,"NOUN, VERB"
mile,11,NOUN
tile,1,VERB
cmeach,1,NOUN
tile,4,"NOUN, VERB"
cmtom,1,NOUN
6total,1,ADJ
need,5,VERB
operate,1,VERB
÷,1,NOUN
Matt,1,PROPN
lap,1,NOUN
cycle,2,"NOUN, VERB"
take,15,VERB
lap,2,NOUN
ski,1,NOUN
jumper,1,NOUN
ski,1,NOUN
tram,1,NOUN
leave,3,VERB
Piccadilly,1,PROPN
Eccles,1,PROPN
minutesto,1,NOUN
Didsbury,1,PROPN
am,5,NOUN
Ria,2,PROPN
go,21,VERB
buy,11,VERB
caravan,1,NOUN
deposit,3,NOUN
monthly,4,ADJ
payment,3,NOUN
payment,2,NOUN
cheeseburger,1,NOUN
party,3,NOUN
cheese,3,NOUN
slice,1,NOUN
burger,1,NOUN
slice,1,NOUN
burger,1,NOUN
roll,4,"NOUN, VERB"
roll,5,"NOUN, VERB"
Mary,7,PROPN
long,4,ADJ
delay,1,NOUN
mean,3,VERB
hedge,2,NOUN
cost,11,"NOUN, VERB"
spend,5,VERB
enough,9,"ADJ, ADV"
Sean,3,PROPN
loan,3,NOUN
help,4,VERB
15%.He,1,PROPN
installment,1,NOUN
Jarek,1,PROPN
000he,1,NOUN
dance,2,NOUN
competition,4,NOUN
judge,1,NOUN
award,1,NOUN
30.The,1,PROPN
award,2,VERB
dancer,1,NOUN
Judge,1,PROPN
plot,2,"NOUN, VERB"
Katie,6,PROPN
weekly,3,ADJ
Ashton,1,PROPN
Barnfield,1,PROPN
find,2,VERB
saving,4,NOUN
account,1,NOUN
agent,1,NOUN
record,5,"NOUN, VERB"
duration,1,NOUN
flight,2,NOUN
duration,1,NOUN
Cost,2,PROPN
m/,1,PROPN
Jupiter,4,PROPN
Saturn,2,PROPN
stage,2,NOUN
age,8,NOUN
Renee,1,PROPN
sell,7,VERB
put,5,VERB
bag,9,NOUN
bag,14,NOUN
speed,5,NOUN
car,6,NOUN
Katy,1,PROPN
man,8,NOUN
sing,3,VERB
song,1,NOUN
pair,4,NOUN
mark?give,1,ADJ
annual,3,ADJ
third,9,"ADJ, NOUN"
beginning,2,NOUN
group,6,"NOUN, PROPN"
year,3,NOUN
Anil,1,PROPN
bank,2,NOUN
most,4,"ADJ, ADV"
Tracey,1,PROPN
cafe,1,NOUN
course,1,NOUN
way,3,NOUN
choose,1,VERB
Scores,1,PROPN
Median,2,PROPN
Interquartile,1,PROPN
Range,2,PROPN
Men,1,PROPN
Women,1,PROPN
man,1,NOUN
consistent,2,ADJ
woman,1,NOUN
man,1,NOUN
Noah,1,PROPN
best?you,1,NOUN
student,3,NOUN
spelling,1,NOUN
Lucy,3,PROPN
Jeff,3,PROPN
shrub,1,NOUN
rose,1,ADJ
tree,8,NOUN
shrub,1,NOUN
rise,1,VERB
lamp,1,NOUN
Lamp,1,"NOUN, PROPN"
flash,1,"NOUN, VERB"
flash,1,VERB
flash,1,"NOUN, VERB"
science,1,NOUN
exam.30,1,NOUN
do,5,VERB
exam,4,NOUN
annum,1,NOUN
Brown,3,PROPN
Family,2,PROPN
Railcard,2,PROPN
David,2,PROPN
pick,1,VERB
name,1,NOUN
behow,1,VERB
list,1,NOUN
begin,2,VERB
Charlie,1,PROPN
Jasmine,2,PROPN
share,4,"NOUN, VERB"
carton,2,NOUN
drink,3,"NOUN, VERB"
carton,4,NOUN
just,4,ADV
cartons?give,1,ADJ
Carla,1,PROPN
run,5,"NOUN, VERB"
swim,2,"NOUN, VERB"
Thursday,3,PROPN
date,2,NOUN
Himari,1,PROPN
yen,2,NOUN
Alex,2,PROPN
cake,6,NOUN
lemon,4,NOUN
fruit,5,NOUN
ofchocolate,2,ADJ
oflemon,2,NOUN
offruit,2,PROPN
cake,5,NOUN
Type,3,PROPN
profit,2,NOUN
show,4,VERB
10–3,1,PROPN
10–4,1,PROPN
country,2,NOUN
museum,2,NOUN
visit,4,"NOUN, VERB"
price,2,NOUN
Garden,2,PROPN
Free,2,PROPN
House,3,PROPN
Museum,2,PROPN
only.40,2,ADJ
park?you,2,NOUN
Venn,3,PROPN
Hamish,3,PROPN
depreciate,1,VERB
notation,1,NOUN
Martin,4,PROPN
Rationalise,1,PROPN
answer,4,VERB
concert,3,NOUN
Age,4,PROPN
Lily,3,PROPN
age,9,NOUN
month,4,NOUN
Hugo,1,PROPN
beeven,1,PROPN
pipe,1,NOUN
Olly,3,PROPN
pipe,1,NOUN
Mia,4,PROPN
borrow,1,VERB
repay,1,VERB
see,3,VERB
offer,1,NOUN
loan,1,NOUN
Complete,7,PROPN
labourer,1,NOUN
plumber,1,NOUN
worker,3,NOUN
Sam,7,PROPN
multiply,1,VERB
so,3,ADV
Sian,1,PROPN
Asha,2,PROPN
reasonable,1,ADJ
SimplifyCircle,1,PROPN
Zahra,1,PROPN
mix,2,VERB
metal,6,NOUN
alloy,1,NOUN
Metal,1,PROPN
cm3.Metal,1,PROPN
available,2,ADJ
boy,2,NOUN
girl,4,NOUN
train,1,NOUN
return,1,"NOUN, VERB"
saver,1,NOUN
cheap,3,ADJ
buy,5,VERB
cheaply,2,ADV
plant,2,NOUN
Hedge,2,PROPN
Gladys,1,PROPN
sale,3,NOUN
Amelia,1,PROPN
all,2,ADV
mathematically,4,ADV
always,1,ADV
sometimes,1,ADV
never,1,ADV
masse,2,NOUN
construct,1,VERB
group,4,VERB
record,3,"NOUN, VERB"
Mass,2,PROPN
Tally,1,PROPN
unsuitable,1,ADJ
symbol,1,NOUN
truncate,1,VERB
Patrick,1,PROPN
thousand,3,NOUN
visitor,3,NOUN
fun,3,"ADJ, NOUN"
misleading,1,ADJ
petrol,5,NOUN
consumption,1,NOUN
Nathan,1,PROPN
wrong?you,1,NOUN
Lee,2,PROPN
wish,2,VERB
relationship,4,NOUN
decide,8,VERB
conduct,2,VERB
experiment,3,NOUN
criticism,3,NOUN
overestimate?give,1,NOUN
Investment,1,PROPN
save,1,VERB
save,1,VERB
compound,1,NOUN
worth,1,ADJ
sketch,1,VERB
old,5,ADJ
Peter,2,PROPN
virus,1,NOUN
cause,1,VERB
antivirus,1,NOUN
program,1,NOUN
run,6,"NOUN, VERB"
remove,1,VERB
H,1,PROPN
h,2,NOUN
shirt,1,NOUN
hat,1,NOUN
scarf,1,NOUN
shirt,1,NOUN
hat,1,NOUN
scarf,1,NOUN
theorem,2,NOUN
passenger,3,NOUN
british,3,ADJ
necessary,2,ADJ
problem,3,NOUN
Sunil,1,PROPN
soup,2,NOUN
litre,8,NOUN
serve,1,VERB
ml,5,"NOUN, PROPN"
portion,1,NOUN
ml.24,1,PROPN
definitely,2,ADV
serve,1,VERB
tomato,3,NOUN
select,5,VERB
sweet,1,NOUN
Sandeep,1,PROPN
sit,2,VERB
test,3,NOUN
mark,8,VERB
consistent?give,1,ADJ
top,8,"ADJ, NOUN"
Marta,1,PROPN
case,1,NOUN
Ann,1,PROPN
Simon,4,PROPN
pay,8,VERB
spend,6,VERB
internet,1,NOUN
site,2,NOUN
Money,3,PROPN
spent(£A,1,PROPN
Louise,1,PROPN
spinner,3,"NOUN, VERB"
land,5,"NOUN, VERB"
green,8,"ADJ, PROPN"
spin,3,"NOUN, VERB"
Jess,1,PROPN
round,1,VERB
Zhi,1,PROPN
yuan,1,"NOUN, PROPN"
safety,1,NOUN
rule,2,NOUN
campsite,2,NOUN
require,1,VERB
Sarah,3,PROPN
barbecue,1,NOUN
tent,1,NOUN
measure,1,VERB
stride,1,NOUN
know,3,VERB
round,2,VERB
stride,1,NOUN
guarantee,1,VERB
safe,2,ADJ
Use,5,PROPN
Lin,1,PROPN
city,4,NOUN
reach,5,VERB
low,2,ADJ
trial,2,NOUN
improvement,3,NOUN
property,1,NOUN
country,1,NOUN
compete,1,VERB
Summer,1,PROPN
Olympic,1,PROPN
Games,1,PROPN
small,1,ADJ
low,2,ADJ
quartile,3,ADJ
Upper,3,PROPN
distribution,1,NOUN
low,1,ADJ
Multiple,1,PROPN
limit,1,VERB
office,4,NOUN
Time,7,PROPN
coefficient,1,NOUN
expansion,1,NOUN
Owen,1,PROPN
Wasim,1,PROPN
play,8,"NOUN, VERB"
football,5,NOUN
team,6,NOUN
goal,1,NOUN
match,4,"NOUN, VERB"
Slater,1,PROPN
right?give,1,NOUN
expect,2,VERB
last,5,ADJ
go,3,VERB
ξ,1,PROPN
cat,2,NOUN
dog,1,NOUN
pick,4,VERB
iPad,1,PROPN
counter,7,NOUN
yellow,6,"ADJ, PROPN"
play,7,VERB
game,7,NOUN
fair,3,ADJ
spinner,3,"NOUN, VERB"
andSpinner,1,PROPN
7spinner,1,NOUN
win,3,VERB
land,3,"NOUN, VERB"
coin,3,NOUN
head,2,"NOUN, VERB"
once,7,ADV
Antonio,2,PROPN
sided,6,ADJ
dice,3,NOUN
space,4,NOUN
outcome,3,NOUN
dice,2,NOUN
ball,1,NOUN
counter,6,NOUN
Hubert,1,PROPN
disc,3,NOUN
Marnie,1,PROPN
disc,3,NOUN
put,3,VERB
Nick,2,PROPN
pie,3,NOUN
chart,1,NOUN
live,1,VERB
town,3,NOUN
Adley,1,PROPN
Bridford,1,PROPN
area,2,NOUN
proportion,7,NOUN
live,1,VERB
orange,3,"ADJ, NOUN, PROPN"
Jiao,1,PROPN
Colour,1,PROPN
Probability,2,PROPN
skill,1,NOUN
pass,1,VERB
numeracy,1,NOUN
section,10,NOUN
literacy,1,NOUN
sport,3,NOUN
swim,1,VERB
squash,1,"NOUN, PROPN"
gym,1,NOUN
male.18,1,NOUN
gym.9,1,PROPN
male,5,NOUN
female,5,NOUN
Wendy,1,PROPN
Hoopla,1,PROPN
coconut,1,NOUN
shy,1,ADJ
replace,2,VERB
Felix,1,PROPN
Barney,2,PROPN
college,3,NOUN
late,4,"ADJ, ADV"
inversely,2,ADV
Chemistry,1,PROPN
Physics,1,PROPN
physics,1,NOUN
study,2,"NOUN, VERB"
Anna,4,PROPN
likely,5,ADJ
win,5,"NOUN, VERB"
lose,4,VERB
biased,3,ADJ
spin,2,VERB
brown,1,"ADJ, PROPN"
probability,3,NOUN
Jennie,1,PROPN
bead,1,NOUN
write,4,VERB
colour,6,NOUN
set,4,NOUN
traffic,1,NOUN
light,1,NOUN
Thelma,1,PROPN
come,1,VERB
tail,2,NOUN
Meghan,1,PROPN
jar,1,NOUN
contain,1,VERB
Hector,3,PROPN
look,1,VERB
Fiza,1,PROPN
coin,2,NOUN
pence,1,NOUN
flavour,1,NOUN
Sara,1,PROPN
Darjeeling,1,PROPN
Rize,1,PROPN
milk,2,NOUN
pint,2,NOUN
weekend,1,NOUN
milk,4,NOUN
Saturday,6,PROPN
roll,2,VERB
weather,1,NOUN
forecast,1,NOUN
rain,1,VERB
Ella,3,PROPN
draw,4,VERB
Reuben,1,PROPN
play,1,VERB
matching,1,NOUN
turn,4,VERB
shuffle,1,VERB
keep,1,VERB
relative,1,ADJ
Heads,1,PROPN
throw,3,"NOUN, VERB"
total,2,ADJ
relative,1,ADJ
head,1,NOUN
Walk,1,PROPN
Car,1,PROPN
other,2,ADJ
Total,3,PROPN
Boy,1,PROPN
Girl,1,PROPN
Aika,1,PROPN
BThere,1,PROPN
BComplete,1,PROPN
Karl,1,PROPN
raise,2,VERB
charity,2,NOUN
design,1,VERB
number,3,VERB
sandwich,2,NOUN
shelf,1,NOUN
egg,2,NOUN
ham,2,"NOUN, PROPN"
Erin,1,PROPN
grow,5,"NOUN, VERB"
Outcome,1,PROPN
J,3,PROPN
K,1,PROPN
L,4,PROPN
l.,2,NOUN
colour,3,NOUN
Jim,5,PROPN
bias,1,VERB
rectangle,7,NOUN
shaded.80,2,VERB
shade,7,VERB
Uditi,1,PROPN
Strawberry,1,PROPN
Caramel,1,PROPN
Dark,1,PROPN
white,3,ADJ
sweet,3,ADJ
dark,1,ADJ
caramel,1,NOUN
Letter,2,PROPN
e,5,NOUN
E.,3,PROPN
Shazia,1,PROPN
faulty,3,ADJ
correct?justify,2,VERB
friend,5,NOUN
throw,2,VERB
Helen,4,PROPN
Sharif,2,PROPN
heads?justify,2,VERB
Sanay,1,PROPN
tomorrow,1,NOUN
Jaden,1,PROPN
Alfie,3,PROPN
both,2,ADV
cube,3,NOUN
gardener,1,NOUN
melon,1,NOUN
potato,6,NOUN
carrot,6,NOUN
gardener,1,NOUN
Finlay,1,PROPN
tennis,4,NOUN
match,5,"NOUN, VERB"
on,2,ADV
like,1,VERB
drink,4,NOUN
sport,2,"NOUN, VERB"
like,1,VERB
well,2,ADV
swimming,5,NOUN
athletic,1,NOUN
Swimming,1,PROPN
Tennis,1,PROPN
Athletics,1,PROPN
Female,2,PROPN
Male,2,PROPN
eat,1,VERB
Shabeen,1,PROPN
white,7,"ADJ, PROPN"
Steffi,1,PROPN
beadsand,1,PROPN
discs.number,2,NOUN
meeting,1,NOUN
winner,3,NOUN
loser,2,NOUN
player,5,NOUN
Magnus,2,PROPN
Garry,2,PROPN
Ahmed,3,PROPN
Behnaz,2,PROPN
Carmen,2,PROPN
euro,7,NOUN
bowl,3,NOUN
orange,2,NOUN
apple,4,NOUN
team,2,NOUN
0.65John,1,PROPN
say,4,VERB
phone,3,NOUN
Bob,3,PROPN
dry,1,ADJ
concrete,2,"ADJ, NOUN"
beat,2,VERB
independent,2,ADJ
Jeevan,1,PROPN
fish,2,NOUN
prefer,1,VERB
Britain,1,PROPN
Spain,1,PROPN
Italy,1,PROPN
male.11,1,NOUN
female,6,"ADJ, NOUN"
Ding,1,PROPN
Shunya,1,PROPN
spin,2,"NOUN, VERB"
replace,2,VERB
Sophie,2,PROPN
fail,1,VERB
resit,1,VERB
attempt,1,NOUN
attempt,1,NOUN
pass,5,"NOUN, VERB"
Harriet,1,PROPN
Cody,1,PROPN
choice,1,NOUN
flavour,1,NOUN
Assam,1,PROPN
Nilgiri,1,PROPN
Flavour,1,PROPN
section,4,NOUN
face,5,NOUN
face,4,NOUN
item,1,NOUN
factory,5,NOUN
check,2,"NOUN, VERB"
item,2,NOUN
fail,2,VERB
scrapped.99,1,ADJ
scrap,1,VERB
Friday,2,PROPN
Greg,2,PROPN
jump,2,"NOUN, VERB"
qualify,2,VERB
jump,2,"NOUN, VERB"
again,2,ADV
0.8Assume,1,PROPN
First,2,PROPN
second,2,ADJ
third,1,ADJ
device,1,NOUN
often,1,ADV
Laptop,1,PROPN
Phone,1,PROPN
male,5,"ADJ, NOUN, PROPN"
empty,3,"ADJ, VERB"
Linda,2,PROPN
Stuart,2,PROPN
drop,2,VERB
pin,2,NOUN
Mathematics,2,PROPN
Rayyan,1,PROPN
prize,3,NOUN
bag?You,1,PROPN
pink,1,ADJ
Sweet,1,PROPN
Roberto,2,PROPN
glass,3,NOUN
Ciara,1,PROPN
first,1,ADJ
option,1,NOUN
Option,1,PROPN
economicsgeographyhistorymedia,1,NOUN
Studies,1,PROPN
ArtDramaEngineeringGermanGraphicsMusicPE,1,PROPN
subject,2,NOUN
Celina,2,PROPN
Zoe,4,PROPN
band,3,NOUN
evening,2,NOUN
sing,2,VERB
garage,1,NOUN
shed,1,NOUN
outdoor,1,ADJ
walk,2,VERB
sail,1,VERB
cancel,1,VERB
teacher,3,NOUN
eye,2,NOUN
schoolM,1,PROPN
Russian,1,PROPN
R,4,PROPN
French,2,PROPN
german,2,ADJ
g,4,NOUN
study?”of,1,VERB
russian,1,ADJ
German10,1,PROPN
French13,1,PROPN
German6,1,PROPN
German24,1,PROPN
German11,1,PROPN
none,1,NOUN
subjectsthe,1,NOUN
appropriate,4,ADJ
subset,1,NOUN
get,2,VERB
Lear,1,PROPN
class.16,1,NOUN
band,1,NOUN
singer,1,NOUN
guitar,1,"NOUN, PROPN"
players.30,1,PROPN
singer,1,NOUN
player,4,NOUN
bandsS,1,PROPN
singersG,1,PROPN
bag,2,NOUN
x,3,NOUN
Y,4,PROPN
Liz,5,PROPN
X.She,1,PROPN
Y.Mike,1,PROPN
Y.,1,PROPN
Mike,1,PROPN
Geoff,1,PROPN
multiply,2,VERB
Spinner,1,PROPN
bus,4,NOUN
large,16,ADJ
buses.25,1,PROPN
bus,1,NOUN
drive,3,"NOUN, VERB"
own,2,VERB
machine,1,NOUN
math,2,NOUN
fail,1,VERB
toy,2,NOUN
amount,3,NOUN
Anjali,1,PROPN
s,2,NOUN
Emilie,1,PROPN
race,2,NOUN
house,6,NOUN
garages,1,NOUN
Dice,1,PROPN
Megan,1,PROPN
six,1,NOUN
Mason,2,PROPN
do,5,VERB
stay,2,VERB
leave,3,"NOUN, VERB"
fly,2,VERB
fly,2,VERB
mph,7,"NOUN, PROPN"
arrive,4,VERB
pick,3,VERB
member,3,NOUN
Abby,2,PROPN
Chloe,3,PROPN
Denesh,2,PROPN
nut,3,NOUN
almond,1,NOUN
cashew,1,NOUN
peanut,1,NOUN
cashews,1,NOUN
S,4,PROPN
14}=,1,NOUN
14}Complete,1,VERB
U,1,PROPN
p(a,1,ADJ
Steph,1,PROPN
solve,2,VERB
Cube,1,NOUN
cm2cube,1,NOUN
AWhat,1,PROPN
b?to,1,NOUN
halve,1,VERB
event,1,NOUN
insurance,1,NOUN
insurance,1,NOUN
Insurance,1,PROPN
earn,1,VERB
basic,2,ADJ
earn,3,VERB
universal,1,ADJ
success,1,NOUN
trial,1,NOUN
Sasha,3,PROPN
percentage,3,NOUN
Percentage,2,PROPN
Result,2,PROPN
Pass,2,PROPN
Merit,2,PROPN
Distinction,2,PROPN
get?You,2,PROPN
Ibrar,2,PROPN
lead,1,NOUN
lead,1,NOUN
cm3.Tin,1,PROPN
force,3,NOUN
newton,2,NOUN
act,2,NOUN
pressure,4,NOUN
Hanif,2,PROPN
paint,6,"NOUN, VERB"
mix,2,VERB
container,2,NOUN
cost,5,VERB
225He,2,NOUN
tinsmake,2,NOUN
Q.You,1,PROPN
gravity,1,NOUN
planet,2,NOUN
here,1,ADV
help,2,VERB
organise,1,VERB
Pizza,1,PROPN
salami,1,NOUN
margarita,1,PROPN
rain,1,VERB
cm2you,1,NOUN
horizontal,4,ADJ
field,7,NOUN
vertical,4,ADJ
pole,1,NOUN
place,3,VERB
corner,1,NOUN
tunnel,2,NOUN
semicircular,3,ADJ
arc,4,NOUN
cmthe,2,NOUN
farmer,3,NOUN
fence,1,NOUN
edge,6,NOUN
fence?you,1,NOUN
together,1,ADV
break,2,"NOUN, VERB"
carry,3,VERB
Ashraf,1,PROPN
crate,2,NOUN
measure,3,VERB
calculation,2,NOUN
’’Evaluate,1,PROPN
3cm,2,ADJ
pyramid,3,NOUN
base,7,"ADJ, NOUN"
sector,1,NOUN
circle,4,NOUN
sector,8,NOUN
Sector,1,PROPN
semi,2,"ADJ, NOUN"
touch,3,VERB
translate,2,VERB
document,2,NOUN
translate,1,VERB
work?You,1,PROPN
contact,1,NOUN
exert,1,VERB
prism,5,NOUN
km3.the,1,NOUN
km3.How,1,PROPN
Earth?Assume,1,PROPN
spheres.[The,1,PROPN
sphere,8,NOUN
DF,1,PROPN
tan30,1,NOUN
sin60,1,NOUN
BC,8,PROPN
hexagon,6,"NOUN, PROPN"
parallelogram,2,NOUN
hill,1,NOUN
octagon,6,"NOUN, PROPN"
New,2,PROPN
York,2,PROPN
US,1,PROPN
gallon,4,NOUN
well,2,ADJ
york?you,1,NOUN
water,12,NOUN
pond,4,NOUN
assume,7,VERB
continue,2,VERB
drive,5,"NOUN, VERB"
Gretna,1,PROPN
Green,3,PROPN
right?You,3,PROPN
change,1,"NOUN, VERB"
ruler,2,NOUN
compass,1,NOUN
bisector,1,NOUN
construction,1,NOUN
zip,1,NOUN
wire,3,NOUN
support,1,VERB
post,3,"NOUN, VERB"
stand,1,VERB
design,2,NOUN
require,1,VERB
post,3,"NOUN, VERB"
pendulum,1,NOUN
period,3,NOUN
BCDE,1,PROPN
equilateral,9,ADJ
region,3,NOUN
cm2.the,2,NOUN
mast,1,NOUN
depression,1,NOUN
x).Label,1,PROPN
triangle.=,2,PROPN
cm.=,1,NOUN
walk,6,VERB
Tia,1,PROPN
quadrilateral,10,"ADJ, NOUN, PROPN"
Angle,10,PROPN
Sheffield,1,PROPN
km/h,1,NOUN
Lyn,1,PROPN
assume,3,VERB
road,1,NOUN
path,1,NOUN
position,3,NOUN
pm,3,NOUN
first?you,1,NOUN
cm3.calculate,1,NOUN
cone.[The,1,PROPN
v,2,NOUN
Paris,3,PROPN
Amsterdam,1,PROPN
slow,1,ADJ
effect,4,NOUN
unwanted,1,ADJ
cm3.Liquid,1,PROPN
c.,1,NOUN
syrup,1,NOUN
carbonated,1,ADJ
density?circle,1,NOUN
gold,4,"ADJ, NOUN"
right,2,ADV
angle,2,VERB
trianglei,2,NOUN
right‐angle,1,VERB
.The,7,PROPN
earring,2,NOUN
quarter,4,NOUN
hasmeet,1,NOUN
equally,3,ADV
space,1,VERB
Hasmeet,1,PROPN
join,5,VERB
cone,3,NOUN
slant,1,ADJ
radiusthe,1,NOUN
curved,1,ADJ
World,1,PROPN
Pack,1,PROPN
circular,2,ADJ
cow,1,NOUN
sheep,1,NOUN
pig,2,NOUN
there,4,ADV
centre,1,NOUN
elevation,3,NOUN
ABC,8,PROPN
ACD,4,PROPN
AC,6,PROPN
village,6,NOUN
Axel,1,PROPN
Lethna,1,PROPN
drive,1,VERB
motorway,2,NOUN
see,2,VERB
sign,2,NOUN
Junction,2,PROPN
8it,1,ADJ
driver,1,NOUN
miles26,1,NOUN
gallon,1,NOUN
fuel,1,NOUN
pump,2,VERB
minute,6,NOUN
completely?give,1,ADJ
exert,1,VERB
Kevin,1,PROPN
keep,1,VERB
pig,1,NOUN
semicircle,2,NOUN
semicircle,4,NOUN
8cm,2,"ADJ, NOUN"
Frank,1,PROPN
Seth,1,PROPN
toothpaste,1,NOUN
tube,1,NOUN
toothpaste,1,NOUN
money?You,1,PROPN
sin,1,NOUN
Packer,1,PROPN
Street,1,PROPN
ingredient,1,NOUN
mince,1,NOUN
pie,1,NOUN
ingredient,1,NOUN
butter350,1,PROPN
flour100,1,PROPN
sugar,1,NOUN
mincemeat1,1,NOUN
Elaine,1,PROPN
butterI,1,PROPN
flour500,1,PROPN
mincemeat6,1,NOUN
egg,2,NOUN
ingredient,1,NOUN
pies?you,1,NOUN
outer,1,ADJ
thickness,2,NOUN
k.,3,NOUN
ship,1,NOUN
Ship,1,PROPN
due,2,ADJ
north,3,NOUN
Burford,1,PROPN
Hightown,1,PROPN
build,3,VERB
warehouse,1,NOUN
bottle,1,NOUN
shop,1,NOUN
normal,3,ADJ
cheap,2,ADJ
Emma,5,PROPN
photo,3,NOUN
reduce,2,VERB
pixel,1,NOUN
Aandnearer,1,PROPN
r.show,1,VERB
logo,4,NOUN
Daisy,1,PROPN
fill,3,VERB
playground,1,NOUN
cover,4,VERB
tarmac,1,NOUN
melt,2,VERB
stick,1,NOUN
sculptor,1,NOUN
lift,1,VERB
piece,5,NOUN
marble,2,NOUN
dimension,6,NOUN
marble,1,NOUN
cm3.The,2,PROPN
lifting,1,NOUN
gear,1,NOUN
load,2,NOUN
marble?justify,1,NOUN
ABCD.DB,1,PROPN
px,1,NOUN
PB,1,PROPN
flow,1,"NOUN, VERB"
ADB,2,PROPN
BCD,2,PROPN
CD,6,PROPN
BAD,2,PROPN
cliff,1,NOUN
radio,1,NOUN
mast,1,NOUN
buoy,1,NOUN
sea,1,NOUN
30cm,1,NOUN
cm2work,3,"NOUN, VERB"
ACB,2,PROPN
drawing,1,NOUN
Scale,1,PROPN
BD,4,PROPN
M.V,1,PROPN
M,3,PROPN
VM,2,PROPN
VA,1,PROPN
ladder,2,NOUN
lean,1,VERB
wall,5,NOUN
stand,2,VERB
bottom,4,"ADJ, NOUN"
about,1,ADV
use?You,2,PROPN
10cm,1,NOUN
ABCDEFGH,1,PROPN
ab,7,NOUN
cg,1,NOUN
Ivana,1,PROPN
pencil,2,NOUN
completely,5,ADV
cuboid?show,1,NOUN
.calculate,1,ADJ
rectangle,2,NOUN
Rob,1,PROPN
Tim,3,PROPN
end,1,VERB
start,3,VERB
Frances,1,PROPN
glass,2,NOUN
isosceles,6,PROPN
move,1,VERB
driveway,1,NOUN
gravel,3,NOUN
deep,2,"ADJ, ADV"
Gravel,1,PROPN
m3,2,"NOUN, PROPN"
discount,4,NOUN
Fulbeck,1,PROPN
Ganby,1,PROPN
Horton,1,PROPN
Raksha,1,PROPN
then,3,ADV
00She,1,PROPN
East,1,PROPN
A.C,1,PROPN
North,1,PROPN
A.D,1,PROPN
South,1,PROPN
A.,4,PROPN
share,1,VERB
Maddie,1,PROPN
sloping,2,ADJ
service,2,NOUN
station,1,NOUN
Aysha,1,PROPN
lighthouse,1,NOUN
ornament,1,NOUN
base,5,VERB
15cm,1,PROPN
cut,5,VERB
contain,3,VERB
bisect,2,VERB
room,3,NOUN
carpet,1,NOUN
50cm,1,PROPN
pack,8,"NOUN, VERB"
pack,9,"NOUN, VERB"
fit,1,VERB
fitting,1,ADJ
AOB,1,PROPN
o,3,NOUN
6cm,1,NOUN
Angie,1,PROPN
varnish,1,"NOUN, VERB"
floor?you,1,NOUN
Mariana,2,PROPN
bird,2,NOUN
food,5,NOUN
week,9,NOUN
mixture,2,NOUN
edge,3,NOUN
sin30,1,ADJ
angle,1,NOUN
parallelogram,8,NOUN
ABCDEF,2,PROPN
AFB,1,PROPN
Acton,2,PROPN
Barston,1,PROPN
Chorlton,1,PROPN
caretaker,1,NOUN
polish,1,"NOUN, VERB"
normally,1,ADV
cover,4,"NOUN, VERB"
.Angle,2,PROPN
split,1,VERB
mmthe,1,NOUN
black,5,"ADJ, NOUN"
frustum,2,NOUN
remove,3,VERB
similar,5,ADJ
yacht,1,NOUN
tanker,2,NOUN
scale,1,NOUN
measure,1,VERB
OAB,4,PROPN
O.,4,PROPN
oa,1,NOUN
AX,2,PROPN
OB,1,PROPN
6cm2.show,1,ADJ
ax,2,NOUN
cos30,1,"ADJ, NOUN"
ofgive,1,ADJ
sail,2,"NOUN, VERB"
direct,3,ADJ
CAD,4,PROPN
cd,6,NOUN
Pablo,1,PROPN
statue,2,NOUN
block,2,NOUN
grass,2,NOUN
lawn,2,NOUN
Grass,1,PROPN
kilogram,3,"NOUN, PROPN"
n.,3,NOUN
Lionel,1,PROPN
mother,1,NOUN
fare,1,NOUN
Marseille,1,PROPN
Standard,1,PROPN
fare,1,NOUN
Premier,1,PROPN
Adult,2,PROPN
Child,1,PROPN
adult,7,NOUN
premier,1,ADJ
frame,2,NOUN
along,2,ADV
Janet,2,PROPN
orienteering,1,NOUN
checkpoint,3,"NOUN, VERB"
.Janet,1,PROPN
gingerbread,1,ADJ
Ingredientsto,1,PROPN
flour,1,NOUN
ginger,2,NOUN
butter,1,NOUN
acute,3,ADJ
Mars,2,PROPN
signal,1,NOUN
send,5,VERB
actually,1,ADV
ethanol,1,NOUN
cm3The,2,PROPN
propylene,1,NOUN
mix,3,VERB
